# Threads,Inactive rate,Active rate
1.000000000000000e+00,4.765604023340252e+01,4.102111132323444e+01
5.000000000000000e+00,6.558935463724860e+01,5.787442497737432e+01
1.000000000000000e+01,7.439976142277334e+01,6.799118926776295e+01
1.500000000000000e+01,7.889176105846295e+01,7.226504585721824e+01
2.000000000000000e+01,8.169726063104684e+01,7.363749062270183e+01
2.500000000000000e+01,8.173336786069933e+01,7.355062556050561e+01
