# Threads,Inactive rate,Active rate
1.000000000000000e+00,nan,9.703572259145508e+02
5.000000000000000e+00,nan,1.271363314073919e+03
1.000000000000000e+01,nan,1.357011844994534e+03
1.500000000000000e+01,nan,1.559582084368413e+03
2.000000000000000e+01,nan,1.586819520845533e+03
2.500000000000000e+01,nan,1.535768716566041e+03
