# Threads,Inactive rate,Active rate
1.000000000000000e+00,nan,6.353158118433546e+03
5.000000000000000e+00,nan,1.910536438189608e+04
1.000000000000000e+01,nan,3.525898953060113e+04
1.500000000000000e+01,nan,4.867583554992271e+04
