# Threads,Inactive rate,Active rate
1.000000000000000e+00,6.770740577713846e+02,4.964745972351915e+02
5.000000000000000e+00,1.853434314893657e+03,1.359710089528565e+03
1.000000000000000e+01,3.466622390873047e+03,2.456267513035693e+03
1.500000000000000e+01,4.842077523211773e+03,3.472902997389155e+03
