# Threads,Inactive rate,Active rate
1.000000000000000e+00,6.996974703353864e+02,6.455644748248280e+02
5.000000000000000e+00,2.358762225795904e+03,2.229777337133144e+03
1.000000000000000e+01,4.362478178537334e+03,4.201325693434755e+03
1.500000000000000e+01,6.251093821606150e+03,5.938642632255895e+03
