# Threads,Inactive rate,Active rate
1.000000000000000e+00,4.668337630418130e+01,4.115323566083132e+01
5.000000000000000e+00,6.488379943669472e+01,5.914565084767896e+01
1.000000000000000e+01,7.535312586555720e+01,6.816198602485646e+01
1.500000000000000e+01,8.158596109387548e+01,7.404651776465387e+01
