# Threads,Inactive rate,Active rate
1.000000000000000e+00,3.450513085039965e+02,3.255376446610603e+02
5.000000000000000e+00,5.612866084433010e+02,5.560255390832230e+02
1.000000000000000e+01,6.877350476731837e+02,7.139346538705220e+02
1.500000000000000e+01,7.621422700956603e+02,7.627645265151954e+02
