# Threads,Inactive rate,Active rate
1.000000000000000e+00,6.875822517174496e+02,6.645770025509314e+02
5.000000000000000e+00,2.315564228095273e+03,2.113221280167166e+03
1.000000000000000e+01,4.372793472234574e+03,3.894787958835751e+03
1.500000000000000e+01,5.986241672305746e+03,5.800192679616724e+03
