# Threads,Inactive rate,Active rate
1.000000000000000e+00,6.568474652070627e+02,4.841511803422622e+02
5.000000000000000e+00,1.890944957967989e+03,1.352872502545511e+03
1.000000000000000e+01,3.358344541617935e+03,2.421707181205510e+03
1.500000000000000e+01,4.797943253306104e+03,3.391085090101257e+03
