# Threads,Inactive rate,Active rate
1.000000000000000e+00,7.221601216352665e+02,5.222154326139050e+02
5.000000000000000e+00,1.944518254122642e+03,1.423724314559601e+03
1.000000000000000e+01,3.645131653008214e+03,2.515019556706060e+03
1.500000000000000e+01,4.998548824637597e+03,3.607204371422534e+03
