# Threads,Inactive rate,Active rate
1.000000000000000e+00,nan,6.055828371700292e+03
5.000000000000000e+00,nan,1.950186421011242e+04
1.000000000000000e+01,nan,3.505688736853743e+04
1.500000000000000e+01,nan,4.839811262177051e+04
