# Threads,Inactive rate,Active rate
1.000000000000000e+00,4.557937702044279e+01,3.916131320591746e+01
5.000000000000000e+00,6.476530178923542e+01,5.847898142647870e+01
1.000000000000000e+01,7.422650257680910e+01,6.687430430587835e+01
1.500000000000000e+01,7.977006817977757e+01,7.201592491000518e+01
