# Threads,Inactive rate,Active rate
1.000000000000000e+00,3.145201037323837e+02,2.950411470086174e+02
5.000000000000000e+00,5.512547190939371e+02,5.468707883255511e+02
1.000000000000000e+01,7.207542621026079e+02,7.085862609639490e+02
1.500000000000000e+01,7.587868343527650e+02,7.566886364339639e+02
2.000000000000000e+01,7.867401190449801e+02,7.797381386635950e+02
2.500000000000000e+01,7.718853008686981e+02,7.925681978644110e+02
