# Threads,Inactive rate,Active rate
1.000000000000000e+00,nan,5.697075402923664e+03
5.000000000000000e+00,nan,1.735312223976466e+04
1.000000000000000e+01,nan,3.215968974729158e+04
1.500000000000000e+01,nan,4.426477327069660e+04
