# Threads,Inactive rate,Active rate
1.000000000000000e+00,nan,9.781858653564738e+02
5.000000000000000e+00,nan,1.285955453226815e+03
1.000000000000000e+01,nan,1.369808012792011e+03
1.500000000000000e+01,nan,1.492870196956746e+03
