# Threads,Inactive rate,Active rate
1.000000000000000e+00,3.457991043308982e+02,3.261004199958379e+02
5.000000000000000e+00,5.426518037061020e+02,5.322278950755716e+02
1.000000000000000e+01,6.781992548831394e+02,6.551985754876889e+02
1.500000000000000e+01,7.597150416247872e+02,7.560582134680027e+02
